"gene_id","Sig0alP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","level3_pathway_name","ko","ko_name","ko_des"
"g_22229",0,0,"Q74FF1.1","RecName: Full=Chaperone protein ClpB",3.318076,5.368507,3.546712,0,0.038299,0.05892,0,0,0,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_29329",0,1,"P31108.1","RecName: Full=Superoxide dismutase",88.981948,35.369577,42.45229,0.793073,0.567636,0.677902,18.433318,15.009973,2.212254,"Longevity regulating pathway - multiple species","K04564","SOD2","superoxide dismutase, Fe-Mn family"
"g_31146",0,0,"P36415.2","RecName: Full=Heat shock cognate 70 kDa protein 1; Short=HSC70-1",121.84207,46.22975,46.645348,1.374357,1.034591,1.339176,29.807185,31.224379,2.029105,"Longevity regulating pathway - multiple species","K03283","HSPA1s","heat shock 70kDa protein 1/2/6/8"
"g_33406",0,0,"O77229.2","RecName: Full=Catalase-A",17.98581,9.073905,10.644104,0.164201,0.150253,0.135385,4.253797,4.932609,0.41838,"Longevity regulating pathway - multiple species","K03781","katE, CAT, catB, srpA","catalase"
"g_37568",0,1,"Q9HVN5.1","RecName: Full=Chaperone protein ClpB",15.937906,17.082723,16.963016,56.339032,24.43568,68.99148,209.707334,115.681142,461.832089,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_43109",0,0,"Q9HVN5.1","RecName: Full=Chaperone protein ClpB",14.758799,11.684643,21.378166,21.66415,12.531946,19.206031,46.988401,69.978809,219.151116,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_50723",0,0,"P42730.2","RecName: Full=Chaperone protein ClpB1; AltName: Full=ATP-dependent Clp protease ATP-binding subunit ClpB homolog 1; AltName: Full=Casein lytic proteinase B1; AltName: Full=Heat shock protein 101; AltName: Full=Protein DEFECTIVE IN LONG-TERM ACQUIRED THERMOTOLERANCE",10.194336,2.280264,1.90031,0.259277,0.28653,0.358704,7.572629,7.52875,0.360135,"Longevity regulating pathway - multiple species","K03695","clpB","ATP-dependent Clp protease ATP-binding subunit ClpB"
"g_51165",0,0,"P09189.1","RecName: Full=Heat shock cognate 70 kDa protein",45.865245,12.273899,12.095747,0.917899,0.809214,1.301625,28.92322,34.381711,1.954565,"Longevity regulating pathway - multiple species","K03283","HSPA1s","heat shock 70kDa protein 1/2/6/8"
"g_05526",0,0,"Q7SYD5.1","RecName: Full=Protein transport protein Sec31A; AltName: Full=SEC31-like protein 1; AltName: Full=SEC31-related protein A",8.203253,3.620307,3.80217,0.087866,0,0.027382,1.35226,1.459943,0.069182,"Secretion system","K14005","SEC31","protein transport protein SEC31"
"g_07025",0,1,"Q943Z6.1","RecName: Full=Signal recognition particle 19 kDa protein; Short=SRP19",4.572515,3.092796,2.274989,0.139031,0,0,1.055799,0.513836,0.783366,"Secretion system","K03105","SRP19","signal recognition particle subunit SRP19"
"g_13294",0,0,NA,NA,6.281092,2.71545,3.768582,0.016849,0,0.08478,1.143534,1.377531,0.09977,"Secretion system","K03108","SRP72","signal recognition particle subunit SRP72"
"g_13785",0,0,"P49972.1","RecName: Full=Signal recognition particle 54 kDa protein 2; Short=SRP54",9.145223,3.036951,4.206076,0.086102,0.099228,0,0.886813,1.464208,0.098464,"Secretion system","K03106","SRP54, ffh","signal recognition particle subunit SRP54"
"g_15741",0,1,"Q54XK2.1","RecName: Full=Protein transport protein Sec61 subunit alpha; AltName: Full=Secretory 61 complex subunit alpha",26.628663,15.658145,17.748177,0.288031,0.226354,0.13189,3.472803,3.655457,0.19682,"Secretion system","K10956","SEC61A","protein transport protein SEC61 subunit alpha"
"g_20098",0,1,"Q07564.1","RecName: Full=Fimbrial protein EcpC; AltName: Full=Pilin; Flags: Precursor",44.906083,17.022328,12.141382,56.748685,97.131985,125.612148,262.782897,522.143221,1320.886087,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA"
"g_21286",0,1,"P0A4Q1.1","RecName: Full=Sec translocon accessory complex subunit YajC; AltName: Full=Immunogenic membrane protein YajC >P0A4Q2.1 RecName: Full=Sec translocon accessory complex subunit YajC; AltName: Full=Immunogenic membrane protein YajC >Q2YNM1.1 RecName: Full=Sec translocon accessory complex subunit YajC; AltName: Full=Immunogenic membrane protein YajC >P0C120.1 RecName: Full=Sec translocon accessory complex subunit YajC; AltName: Full=Immunogenic membrane protein YajC",2.408621,3.172523,4.279992,0.179891,0,1.120215,0,0,0,"Secretion system","K03210","yajC","preprotein translocase subunit YajC"
"g_22211",0,1,"O30583.1","RecName: Full=Pilin-like competence factor ComP; Flags: Precursor",70.650572,46.71361,39.661952,45.08299,111.366282,36.383149,102.002797,183.094355,314.315414,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA"
"g_30471",0,0,"A1C6X5.1","RecName: Full=Protein transport protein sec31",8.349926,4.09364,4.541356,0.075941,0.09192,0.011766,1.434789,1.339642,0.102415,"Secretion system","K14005","SEC31","protein transport protein SEC31"
"g_31050",0,0,"P43501.1","RecName: Full=Protein PilH",0.801316,1.301026,1.294128,1.732362,1.54838,1.412679,2.433917,5.417,11.267761,"Secretion system","K02658","pilH","twitching motility two-component system response regulator PilH"
"g_31453",0,1,NA,NA,3.146433,1.492308,4.441936,11.232672,7.6345,10.395997,16.003717,35.143599,53.56203,"Secretion system","K08084","fimT","type IV fimbrial biogenesis protein FimT"
"g_31469",0,1,"P02973.2","RecName: Full=Fimbrial protein; AltName: Full=Pilin; Flags: Precursor",12.723358,6.482038,3.90843,21.176031,15.659264,28.902384,37.654707,65.24029,123.372473,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA"
"g_33951",0,1,"Q8BGA9.1","RecName: Full=Mitochondrial inner membrane protein OXA1L; AltName: Full=Oxidase assembly 1-like protein; Short=OXA1-like protein; Flags: Precursor",10.251117,4.379153,7.10746,0.014469,0,0,0.226716,0.262864,0.095299,"Secretion system","K03217","yidC, spoIIIJ, OXA1, ccfA","YidC/Oxa1 family membrane protein insertase"
"g_34625",0,1,NA,NA,1.982813,4.034518,4.983894,0.19375,0.215596,0.032397,0,0,0,"Secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein"
"g_37326",0,1,NA,NA,5.325971,4.604005,6.395706,6.359427,9.056237,4.052686,1.678633,3.083632,1.497627,"Secretion system","K02237","comEA","competence protein ComEA"
"g_37627",1,0,"P23598.1","RecName: Full=Proteases secretion protein PrtF; Flags: Precursor",0.073626,0.252432,0.145312,3.266623,5.187896,3.753774,19.251221,17.456924,39.471483,"Secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein"
"g_38378",1,0,NA,NA,4.533667,1.385591,0.753442,1.775484,3.653138,0.9794,0.285956,0.672251,0.179348,"Secretion system","K04338","csgF","curli production assembly/transport component CsgF"
"g_39344",0,1,"O30583.1","RecName: Full=Pilin-like competence factor ComP; Flags: Precursor",0.517102,0.825858,1.001994,7.292007,10.777819,5.32376,1.712199,1.026051,1.074255,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA"
"g_43618",0,1,NA,NA,0.578849,0.329639,0.50557,3.449392,2.053039,2.922079,7.518575,10.710409,20.027349,"Secretion system","K02672","pilW","type IV pilus assembly protein PilW"
"g_44301",0,0,NA,NA,0.872469,1.228505,1.041915,2.186004,1.254693,2.080346,2.754837,5.4341,16.237647,"Secretion system","K02662","pilM","type IV pilus assembly protein PilM"
"g_47269",0,0,"P24559.1","RecName: Full=Twitching mobility protein",0.497354,0.297359,0.747012,1.681805,0.884779,2.285047,4.148357,5.795466,6.441904,"Secretion system","K02670","pilU","twitching motility protein PilU"
"g_48347",0,0,"Q54ZR7.1","RecName: Full=Signal recognition particle receptor subunit alpha; Short=SR-alpha; Short=Signal recognition particle receptor; AltName: Full=Docking protein alpha; Short=DP-alpha",4.756913,1.801906,2.456265,0.067954,0,0,2.305678,0.803233,0.122663,"Secretion system","K13431","SRPR","signal recognition particle receptor subunit alpha"
"g_49509",0,1,"P34750.2","RecName: Full=Fimbrial assembly protein PilQ; Flags: Precursor",0.980636,0.724537,1.034083,1.763267,1.227688,1.199914,2.007171,5.542882,7.241214,"Secretion system","K02666","pilQ","type IV pilus assembly protein PilQ"
"g_51454",0,1,"P42257.1","RecName: Full=Protein PilJ",1.43488,2.369785,1.517469,1.664347,1.449175,0.684893,2.10943,5.49084,8.499453,"Secretion system","K02660","pilJ","twitching motility protein PilJ"
"g_51620",0,0,"Q54ZR7.1","RecName: Full=Signal recognition particle receptor subunit alpha; Short=SR-alpha; Short=Signal recognition particle receptor; AltName: Full=Docking protein alpha; Short=DP-alpha",3.563952,1.702069,1.390638,0,0,0.048489,1.047098,1.526442,0.057775,"Secretion system","K13431","SRPR","signal recognition particle receptor subunit alpha"
"g_51938",0,0,"P37093.1","RecName: Full=Type II secretion system protein E; Short=T2SS protein E; AltName: Full=Cholera toxin secretion protein EpsE; AltName: Full=General secretion pathway protein E; AltName: Full=Type II traffic warden ATPase",0.352865,0.660831,0.834684,1.465592,1.683265,0.831291,3.592498,4.243953,8.076496,"Secretion system","K02652","pilB","type IV pilus assembly protein PilB"
"g_52123",0,1,"P13253.2","RecName: Full=Fimbrial protein; AltName: Full=340 antigen; AltName: Full=Pilin; AltName: Full=Serogroup D; Flags: Precursor",5.982571,3.674606,5.182287,73.500136,40.883108,32.668843,78.576334,169.749208,316.578497,"Secretion system","K02650","pilA","type IV pilus assembly protein PilA"
"g_52915",0,0,"P24559.1","RecName: Full=Twitching mobility protein",0.403685,0.524788,0.285665,2.025702,0.601115,1.791066,4.426785,6.704781,34.935775,"Secretion system","K02669","pilT","twitching motility protein PilT"
"g_53299",0,0,"Q00512.1","RecName: Full=Type II secretion system protein E; Short=T2SS protein E; AltName: Full=General secretion pathway protein E; AltName: Full=Type II traffic warden ATPase",0.318123,0.240181,0.409995,1.390495,0.605338,0.936947,3.007292,4.758722,10.079462,"Secretion system","K02454","gspE","general secretion pathway protein E"
"g_53522",0,1,"Q2YNM0.2","RecName: Full=Protein translocase subunit SecDF >P0C117.1 RecName: Full=Protein translocase subunit SecDF",3.361455,3.455686,5.466244,1.487325,1.674002,2.889687,3.433623,4.809958,10.551404,"Secretion system","K12257","secDF","SecD/SecF fusion protein"
"g_54429",0,1,"S0HPF7.1","RecName: Full=Type IV pilus biogenesis factor PilY1; AltName: Full=Pilus-associated adhesin PilY; Flags: Precursor",0.541571,0.321295,0.347429,5.265668,3.583922,3.718559,8.623433,14.934547,21.477632,"Secretion system","K02674","pilY1","type IV pilus assembly protein PilY1"
"g_54476",0,0,"Q9K2Y1.1","RecName: Full=Outer membrane protein TolC; AltName: Full=Multidrug efflux pump subunit TolC; Flags: Precursor",1.109148,0.903621,1.679819,3.964121,1.924332,7.117841,12.858357,12.641632,37.587751,"Secretion system","K12340","tolC, bepC, cyaE, raxC, sapF, rsaF, hasF","outer membrane protein"
"g_54583",0,1,"P15928.2","RecName: Full=Flagellar M-ring protein",0.913917,1.013541,1.128559,0.449366,0.792291,0.704649,2.603415,1.13152,4.265409,"Secretion system","K02409","fliF","flagellar M-ring protein FliF"
"g_54800",0,0,"P25060.2","RecName: Full=Type II secretion system protein L; Short=T2SS protein L; AltName: Full=General secretion pathway protein L",0.21113,0.335692,0.234248,0.678876,0.687693,0.291097,1.606919,1.987929,4.382763,"Secretion system","K02461","gspL","general secretion pathway protein L"
"g_54959",0,1,"Q00513.1","RecName: Full=Type II secretion system protein F; Short=T2SS protein F; AltName: Full=General secretion pathway protein F",0.180461,0.298887,0.807369,0.861808,0.805173,0.750702,1.75722,3.614436,18.568471,"Secretion system","K02455","gspF","general secretion pathway protein F"
"g_55013",0,0,"P22608.2","RecName: Full=Type 4 fimbrial assembly protein PilB",0.212887,0.053968,0.137113,0.714216,0.516549,0.618428,1.143993,2.157701,4.967574,"Secretion system","K02652","pilB","type IV pilus assembly protein PilB"
"g_55226",0,1,"P22609.2","RecName: Full=Type 4 fimbrial assembly protein PilC",0.957251,1.15408,1.403675,0.40723,1.139175,1.228479,2.028776,2.664828,5.183052,"Secretion system","K02653","pilC","type IV pilus assembly protein PilC"
"g_56864",0,0,"P44518.1","RecName: Full=Signal recognition particle protein; AltName: Full=Fifty-four homolog",0.627684,1.0242,0.799885,1.488425,0.928924,1.684315,4.092563,2.534056,9.259644,"Secretion system","K03106","SRP54, ffh","signal recognition particle subunit SRP54"
"g_00184",0,1,"O78497.1","RecName: Full=Heme oxygenase",6.927883,8.112346,4.603714,0.065509,0,0,0.997836,0.849777,0,"Porphyrin metabolism","K00510","HMOX1","heme oxygenase 1"
"g_11623",0,0,"Q8CGC7.4","RecName: Full=Bifunctional glutamate/proline--tRNA ligase; AltName: Full=Bifunctional aminoacyl-tRNA synthetase; Includes: RecName: Full=Glutamate--tRNA ligase; AltName: Full=Glutamyl-tRNA synthetase; Short=GluRS; Includes: RecName: Full=Proline--tRNA ligase; AltName: Full=Prolyl-tRNA synthetase; Short=ProRS",11.405623,5.874692,6.689999,0.310479,0.136825,0.012371,2.016308,2.104807,0.259945,"Porphyrin metabolism","K14163","EPRS","bifunctional glutamyl/prolyl-tRNA synthetase"
"g_14503",0,1,"P40086.1","RecName: Full=Cytochrome c oxidase assembly protein COX15",13.346775,4.674773,3.246794,0.105652,0,0.040785,0,0,0,"Porphyrin metabolism","K02259","COX15, ctaA","heme a synthase"
"g_16019",0,1,"Q4I5G1.1","RecName: Full=Protoheme IX farnesyltransferase, mitochondrial; AltName: Full=Heme O synthase; Flags: Precursor",5.321951,2.567421,3.310665,0.06337,0,0,0.607949,0.376104,0.201695,"Porphyrin metabolism","K02257","COX10, ctaB, cyoE","heme o synthase"
"g_25658",0,0,"Q6C097.1","RecName: Full=Porphobilinogen deaminase; Short=PBG; AltName: Full=Hydroxymethylbilane synthase; Short=HMBS; AltName: Full=Pre-uroporphyrinogen synthase",57.852286,19.911417,14.97885,0,0.134319,0.105569,0,0,0,"Porphyrin metabolism","K01749","hemC, HMBS","hydroxymethylbilane synthase"
"g_27890",0,0,"Q2YB59.1","RecName: Full=Uroporphyrinogen decarboxylase; Short=UPD; Short=URO-D",0.944155,3.155297,2.566966,0.620286,0.12233,0.166834,0.569774,2.846417,2.622966,"Porphyrin metabolism","K01599","hemE, UROD","uroporphyrinogen decarboxylase"
"g_41114",0,0,"P77915.2","RecName: Full=Oxygen-independent coproporphyrinogen III oxidase; Short=CPO; AltName: Full=Coproporphyrinogen III dehydrogenase; Short=CPDH",2.814101,1.861382,2.377624,1.803638,5.333453,5.301404,0.346515,0.353788,1.071728,"Porphyrin metabolism","K02495","hemN, hemZ","oxygen-independent coproporphyrinogen III oxidase"
"g_43134",0,0,NA,NA,0.39266,0.096165,0,2.455073,1.134028,2.148051,5.575253,7.143732,8.531693,"Porphyrin metabolism","K03795","cbiX","sirohydrochlorin cobaltochelatase"
"g_45324",0,0,"P22759.2","RecName: Full=Bacterioferritin; Short=BFR; AltName: Full=Cytochrome b-557.5",0.518063,0.765096,0.7277,5.33622,1.659568,5.0227,19.293919,11.640356,23.906839,"Porphyrin metabolism","K03594","bfr","bacterioferritin"
"g_50977",0,0,"A1U368.1","RecName: Full=Glutamyl-tRNA reductase; Short=GluTR",0.441082,0.274057,0.396143,1.119935,0.645942,1.773402,3.186586,3.711797,15.971797,"Porphyrin metabolism","K02492","hemA","glutamyl-tRNA reductase"
"g_53454",1,1,"C0R5T8.1","RecName: Full=Heme A synthase; Short=HAS; AltName: Full=Cytochrome aa3-controlling protein",0.337237,0.369618,0.653216,0.491287,0.252197,0.385764,1.248303,2.367326,5.764562,"Porphyrin metabolism","K02259","COX15, ctaA","heme a synthase"
"g_55216",0,1,"P09127.1","RecName: Full=Protein HemX; AltName: Full=ORF X",0.282279,0.794936,0.291902,0.74378,0.136058,0.451688,1.148555,2.474537,3.909757,"Porphyrin metabolism","K02496","hemX","uroporphyrin-III C-methyltransferase"
"g_56634",0,0,"A1TYG5.1","RecName: Full=Glutamate-1-semialdehyde 2,1-aminomutase; Short=GSA; AltName: Full=Glutamate-1-semialdehyde aminotransferase; Short=GSA-AT",0.98856,1.377216,0.88342,1.819199,1.099926,1.498633,2.895997,5.019211,8.325618,"Porphyrin metabolism","K01845","hemL","glutamate-1-semialdehyde 2,1-aminomutase"
"g_25456",0,1,"A8F961.1","RecName: Full=Serine acetyltransferase; Short=SAT",8.260737,4.49197,2.930913,0,0,0,0.51933,0.066631,0.141839,"Exopolysaccharide biosynthesis","K00640","cysE","serine O-acetyltransferase"
"g_42730",0,0,"P95231.1","RecName: Full=Serine acetyltransferase; Short=SAT",33.194121,24.826193,33.42489,0.853314,0.714193,1.424657,0.438335,0.232328,0.374453,"Exopolysaccharide biosynthesis","K00640","cysE","serine O-acetyltransferase"
"g_00459",0,0,"P65671.1","RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT >A1KI72.2 RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT >A5U1Y3.2 RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT >P9WIK0.1 RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT >P9WIK1.1 RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT",2.070649,2.554343,2.240098,0.603495,1.480419,0.840339,0.20324,0.29754,0.157138,"Sulfur metabolism","K00957","cysD","sulfate adenylyltransferase subunit 2"
"g_02090",0,0,"P07850.3","RecName: Full=Sulfite oxidase",5.469789,2.332383,1.210443,0,0,0,1.085829,0.959929,0,"Sulfur metabolism","K00387","SUOX","sulfite oxidase"
"g_08093",0,0,"I3R637.1","RecName: Full=Assimilatory ferredoxin-dependent nitrite reductase; Short=NiR; AltName: Full=Ferredoxin:nitrite reductase",7.170485,12.894985,10.22213,0.440532,0.778947,0.297397,0.173613,0.092464,0.075543,"Sulfur metabolism","K00381","cysI","sulfite reductase (NADPH) hemoprotein beta-component"
"g_17157",0,0,"P18775.2","RecName: Full=Dimethyl sulfoxide reductase DmsA; Short=DMSO reductase; Short=DMSOR; Short=Me2SO reductase; Flags: Precursor",5.068337,11.100499,8.155002,0.408558,0.126359,0.643913,0.080926,0.052441,0.015343,"Sulfur metabolism","K07306","dmsA","anaerobic dimethyl sulfoxide reductase subunit A"
"g_25456",0,1,"A8F961.1","RecName: Full=Serine acetyltransferase; Short=SAT",8.260737,4.49197,2.930913,0,0,0,0.51933,0.066631,0.141839,"Sulfur metabolism","K00640","cysE","serine O-acetyltransferase"
"g_34028",0,1,"O94284.1","RecName: Full=Sulfide:quinone oxidoreductase, mitochondrial; AltName: Full=Cadmium resistance protein 1; AltName: Full=Heavy metal tolerance protein 2; Flags: Precursor",9.935387,2.946574,4.61511,0,0,0,1.182236,0.872448,0.753788,"Sulfur metabolism","K17218","sqr","sulfide:quinone oxidoreductase"
"g_34502",0,0,"Q92441.3","RecName: Full=Homocysteine/cysteine synthase; AltName: Full=O-acetylserine/O-acetylhomoserine sulfhydrylase; Short=OAS-OAH SHLase; Short=OAS-OAH sulfhydrylase",11.327209,12.225992,15.583442,0.062731,0,0.157273,0,0,0,"Sulfur metabolism","K17069","MET17","O-acetylhomoserine/O-acetylserine sulfhydrylase"
"g_35339",0,0,"O81155.1","RecName: Full=Cysteine synthase, chloroplastic/chromoplastic; AltName: Full=CSase B; Short=CS-B; AltName: Full=O-acetylserine (thiol)-lyase; AltName: Full=O-acetylserine sulfhydrylase; AltName: Full=OAS-TL B; Flags: Precursor",44.979472,17.489451,18.832483,0.07255,0.07531,0,0.755336,0.491354,0.149213,"Sulfur metabolism","K01738","cysK","cysteine synthase"
"g_42730",0,0,"P95231.1","RecName: Full=Serine acetyltransferase; Short=SAT",33.194121,24.826193,33.42489,0.853314,0.714193,1.424657,0.438335,0.232328,0.374453,"Sulfur metabolism","K00640","cysE","serine O-acetyltransferase"
"g_48748",0,0,"Q3T094.1","RecName: Full=Persulfide dioxygenase ETHE1, mitochondrial; AltName: Full=Sulfur dioxygenase ETHE1; Flags: Precursor",11.248681,6.474289,6.641554,0.134743,0,0,4.242603,5.182425,2.127243,"Sulfur metabolism","K17725","ETHE1","sulfur dioxygenase"
"g_53332",0,0,"Q00594.1","RecName: Full=Medium-chain-fatty-acid--CoA ligase; AltName: Full=Medium-chain acyl-CoA synthetase",0.279835,0.520301,0.664926,1.252031,0.584167,1.95592,3.901409,8.707579,9.08047,"Sulfur metabolism","K20034","dmdB","3-(methylthio)propionyl---CoA ligase"
"g_53673",0,0,"P55218.1","RecName: Full=O-succinylhomoserine sulfhydrylase; Short=OSH sulfhydrylase; Short=OSHS sulfhydrylase",0.257607,0.618652,0.438498,1.306074,0.617723,1.26833,4.252268,3.873498,10.402087,"Sulfur metabolism","K10764","metZ","O-succinylhomoserine sulfhydrylase"
"g_54178",0,1,NA,NA,0.222493,0.338137,0.124383,1.075152,0.402059,0.354819,2.220744,2.948012,5.419612,"Sulfur metabolism","K00380","cysJ","sulfite reductase (NADPH) flavoprotein alpha-component"
"g_56051",0,0,"Q9DCM0.2","RecName: Full=Persulfide dioxygenase ETHE1, mitochondrial; AltName: Full=Ethylmalonic encephalopathy protein 1 homolog; AltName: Full=Hepatoma subtracted clone one protein; AltName: Full=Sulfur dioxygenase ETHE1; Flags: Precursor",9.623199,4.309818,4.855844,0.223299,0,0,6.272249,2.457098,2.713833,"Sulfur metabolism","K17725","ETHE1","sulfur dioxygenase"
